Age,Own.Home,Sex,Children,Income,Smallest.Gift,Largest.Gift,Current.Gift,Other.Gifts,Time.Between.Gifts
57,U,M,0,3,3,10,9,0,3
80,H,M,0,6,5,11,9,16,5
57,H,M,0,2,5,10,9,12,8
46,U,F,0,2,3,10,9,0,2
52,U,F,0,1,5,11,9,0,3
40,U,F,0,1,2,10,9,1,7
71,U,F,0,1,3,13,9,0,5
80,H,M,0,3,5,10,9,4,25
56,U,F,0,1,5,10,9,0,1
39,H,M,1,5,8,10,9,2,5
54,H,M,2,2,3,11,9,0,17
68,U,F,0,1,2,10,9,0,13
40,H,M,1,5,2,10,9,0,14
63,H,F,0,4,3,11,9,1,16
60,H,M,0,6,5,10,9,20,2
45,U,F,0,5,2,10,9,0,14
37,H,M,1,3,5,10,9,4,14
69,H,F,0,5,5,11,9,1,4
70,H,M,0,5,3,7,9,1,9
80,H,M,0,2,5,11,9,7,7
60,U,M,1,2,5,14,9,0,2
54,H,M,0,4,2,11,9,28,4
68,H,F,0,2,5,11,9,12,26
54,H,F,0,5,5,10,9,0,8
37,H,M,0,4,3,11,9,1,10
70,U,F,0,5,5,10,9,0,4
56,H,F,0,6,3,10,9,0,3
64,H,F,0,1,2,10,9,0,5
77,U,M,0,7,5,11,9,0,3
77,U,M,0,4,5,12,9,2,6
70,U,M,0,5,5,10,9,1,15
78,H,F,0,5,2,10,9,4,16
56,U,F,0,3,5,10,9,0,9
55,H,F,0,4,5,20,9,13,8
82,H,F,0,4,3,10,9,1,12
76,U,F,0,1,3,10,9,0,3
77,U,M,0,1,5,11,9,0,3
67,H,F,0,6,3,20,9,0,3
43,U,M,0,5,2,10,9,5,1
69,H,M,0,5,5,8,9,4,7
55,H,M,0,3,2,10,9,9,5
46,H,M,2,5,2,11,9,1,7
70,H,M,0,1,5,13,9,0,10
79,H,F,0,3,3,17,9,0,5
68,H,F,0,1,4,11,9,0,4
56,H,F,0,1,5,10,8,0,3
82,H,F,0,2,3,10,8,21,6
62,H,F,0,1,3,11,8,0,8
59,H,F,0,1,5,10,8,0,11
68,H,F,0,5,3,9,8,0,4
38,U,F,2,3,5,10,8,0,1
76,H,F,1,2,3,7,8,0,5
82,H,F,0,2,1,10,8,6,6
59,U,F,0,1,3,10,8,0,2
53,H,F,0,3,2,7,8,0,3
42,U,F,0,7,3,6,8,0,3
89,U,F,0,1,5,11,8,0,8
74,H,F,0,4,3,8,8,9,5
70,H,F,0,7,5,9,8,11,1
59,U,F,0,1,3,10,8,0,4
74,H,F,0,6,3,12,8,7,5
85,H,F,0,1,3,10,8,0,5
64,H,F,0,1,5,8,8,0,5
38,H,M,0,3,3,10,8,7,1
40,U,F,0,5,5,10,8,4,4
73,U,M,0,3,3,8,8,10,12
88,H,F,0,2,2,12,8,0,12
64,H,F,0,6,20,20,8,0,11
62,H,F,0,5,2,10,8,1,13
66,U,F,0,1,3,12,8,0,3
60,U,M,0,7,5,10,8,0,6
58,H,F,0,1,3,11,8,2,30
58,H,M,0,5,3,20,8,5,12
44,H,F,1,7,6,11,8,0,3
46,H,M,0,2,3,8,8,4,14
57,H,F,1,5,3,10,8,2,4
82,H,M,0,5,6,10,8,0,12
71,H,M,0,4,3,7,8,0,1
86,H,F,0,4,5,10,8,0,5
56,H,F,0,1,3,12,8,0,3
89,H,M,0,5,3,15,8,10,5
46,U,F,0,6,5,10,8,0,12
74,H,M,0,2,4,10,8,0,5
90,U,M,0,1,5,10,8,0,4
61,H,F,1,4,3,10,8,9,9
68,H,F,0,1,3,8,8,12,2
61,U,M,0,1,4,15,8,0,2
75,U,F,0,7,5,10,8,0,2
49,H,M,0,1,3,12,8,0,5
83,H,F,0,5,5,11,8,2,4
46,H,M,0,2,4,10,8,1,2
77,H,F,0,1,3,13,8,0,6
38,U,M,0,1,5,10,8,0,6
83,H,M,0,4,5,15,8,2,5
59,H,M,0,7,2,9,8,13,2
79,U,M,0,3,3,15,8,0,14
85,H,M,0,1,3,11,8,0,11
54,H,F,0,1,3,10,8,0,3
78,H,M,0,6,2,10,8,0,4
68,U,F,0,1,3,11,8,0,12
69,H,F,0,2,3,10,8,11,2
72,H,M,0,3,2,12,8,13,10
70,H,M,1,7,5,10,8,33,1
69,U,M,0,4,2,12,8,1,3
44,H,M,1,6,3,9,8,0,15
57,H,M,0,5,20,20,8,2,10
85,U,F,0,1,2,10,8,0,18
64,H,M,0,1,2,10,8,0,13
54,H,F,0,5,3,10,8,12,3
82,H,F,0,5,2,10,8,10,14
42,H,M,0,3,4,10,8,23,2
51,U,M,0,5,5,11,8,9,4
63,U,F,0,1,5,9,8,0,2
68,H,F,0,5,5,12,8,31,8
78,H,M,0,1,3,12,8,0,15
36,H,F,0,2,5,13,8,0,2
48,H,F,0,3,3,9,8,0,11
44,H,M,0,2,3,11,8,1,26
58,U,F,0,5,5,9,8,0,3
77,U,F,0,7,5,10,8,0,12
68,U,F,0,4,2,10,8,27,4
69,U,F,0,1,2,7,8,0,9
59,H,M,0,1,3,10,8,13,9
73,H,M,0,2,3,14,8,0,8
55,U,F,0,4,3,10,8,0,12
47,U,M,0,5,3,7,8,1,3
43,U,M,0,6,5,10,8,5,2
46,H,F,0,7,5,15,8,0,4
44,U,M,0,2,3,12,8,0,6
56,H,M,0,5,0.07,11,8,8,4
63,H,M,0,1,3,14,8,0,25
68,H,F,0,7,5,12,8,0,5
62,U,F,0,1,3,10,8,0,1
87,H,F,0,3,1,9,8,10,7
47,H,F,1,5,3,11,8,7,2
92,U,F,0,2,3,1000,8,0,5
76,H,M,0,2,5,7,8,0,5
77,U,F,0,3,3,13,8,0,2
49,H,M,0,1,3,10,8,0,5
74,U,M,0,1,5,15,8,0,5
41,U,M,0,1,4,10,8,0,12
90,H,M,0,4,5,11,8,0,3
78,U,F,0,5,3,11,8,1,14
42,H,F,0,5,5,11,8,0,6
58,H,F,0,6,5,13,8,6,2
84,U,F,0,3,3,10,8,0,10
73,H,M,0,7,4,9,8,0,2
58,U,F,0,2,5,10,8,0,3
76,H,F,0,4,3,10,8,0,35
73,H,M,0,5,3,12,8,0,3
61,H,F,0,4,3,11,8,8,10
53,H,F,0,7,5,10,8,1,2
81,H,F,0,1,3,7,8,1,0
39,H,F,4,5,3,10,8,1,9
67,H,F,0,1,5,10,8,13,2
66,H,F,0,1,3,8,8,0,14
68,U,F,0,4,3,8,8,14,0
61,H,F,0,7,3,13,8,1,5
50,U,F,0,5,3,20,7.5,0,2
59,U,M,0,1,2,10,7,0,9
70,H,F,0,1,3,12,7,0,1
67,U,M,0,5,5,10,7,2,5
49,H,F,0,6,5,10,7,1,2
65,H,M,0,4,5,10,7,14,5
45,H,F,0,1,5,10,7,0,6
61,U,M,0,1,3,9,7,0,7
58,U,F,0,1,5,10,7,2,4
54,H,F,0,1,2,7,7,0,4
77,H,M,0,4,2,10,7,0,8
80,H,F,0,2,3,8,7,25,5
92,U,F,0,1,25,100,7,0,5
57,H,F,0,7,2,10,7,0,3
51,H,F,0,6,5,11,7,0,1
76,H,M,0,3,2,11,7,0,7
39,U,F,0,4,4,7,7,5,4
62,H,F,2,5,3,10,7,1,8
58,H,F,0,1,3,7,7,0,2
76,U,F,0,3,3,10,7,0,5
67,U,M,0,1,5,30,7,0,2
32,U,F,0,3,3,8,7,0,17
51,H,F,1,3,3,7,7,1,8
62,H,F,0,5,3,10,7,10,15
57,H,M,0,4,5,11,7,0,3
63,U,M,0,7,5,13,7,3,5
55,H,F,0,3,1,10,7,16,9
60,U,F,0,3,2,12,7,7,2
68,H,M,0,4,5,10,7,9,9
20,H,F,1,6,3,10,7,0,3
84,H,M,0,4,1,10,7,17,5
71,H,M,0,1,3,12,7,0,6
64,H,M,0,6,3,13,7,1,4
64,U,M,0,1,2,6,7,0,9
51,U,F,0,2,2,15,7,0,3
79,H,F,0,5,3,9,7,1,9
52,U,F,0,1,5,13,7,0,14
54,H,F,0,1,15,15,7,0,7
41,U,F,1,2,5,11,7,0,5
72,H,F,0,1,3,9,7,8,5
72,H,F,0,4,5,10,7,6,4
39,U,M,0,7,3,10,7,1,6
74,H,F,0,3,2,8,7,39,5
73,H,M,2,5,5,25,7,0,2
50,U,F,0,1,3,10,7,0,3
54,H,M,0,3,2,9,7,5,3
87,H,M,0,5,3,15,7,19,3
53,H,M,0,1,5,10,7,0,13
62,H,M,1,3,5,10,7,2,2
69,U,F,0,1,2,7,7,12,2
46,U,M,0,1,5,10,7,0,3
67,H,M,0,4,5,11,7,9,5
61,H,M,0,5,5,12,7,2,14
52,H,F,3,4,3,8,7,0,10
76,U,M,0,2,3,10,7,21,13
52,U,F,1,3,5,11,7,3,6
82,U,M,0,2,3,20,7,18,0
81,H,M,0,5,3,8,7,1,9
60,H,M,1,6,3,10,7,0,5
67,U,F,0,1,3,12,7,0,6
83,H,F,0,2,2,9,7,31,7
61,U,M,0,2,3,13,7,2,4
72,U,M,0,4,3,10,7,0,5
70,U,F,0,1,5,13,7,0,5
74,H,F,0,2,3,10,7,2,3
72,H,F,0,6,5,9,7,16,8
49,H,M,0,1,0.07,8,7,0,7
78,H,F,0,5,5,16,7,0,13
69,H,F,0,7,3,8,7,6,3
48,H,F,0,2,5,10,7,24,6
62,H,F,0,2,5,9,7,0,4
67,U,F,0,1,3,10,7,0,6
44,U,M,0,1,5,7,7,0,2
39,H,M,2,6,3,14,7,2,2
72,H,F,0,1,0.01,15,7,2,5
38,H,F,1,7,3,8,7,0,5
63,U,F,0,1,4,11,7,0,13
40,H,F,1,4,3,11,7,3,12
58,U,M,0,1,3,10,7,0,15
70,U,F,0,2,3,8,7,1,3
61,H,M,2,2,5,10,7,0,8
96,U,M,0,3,3,7,7,20,4
61,U,F,0,2,4,6,7,0,2
42,U,F,0,5,3,10,7,0,5
58,U,F,3,2,3,10,7,0,2
68,H,F,0,1,2,6,7,0,1
63,H,M,0,1,1,7,7,0,4
82,U,F,0,1,5,9,7,6,3
48,H,F,1,4,3,10,7,0,2
76,H,M,0,4,5,11,7,11,18
49,U,M,0,1,3,7,7,0,5
79,H,M,0,2,3,10,7,14,6
78,H,M,0,1,4,12,7,0,9
73,H,F,0,1,3,8,7,0,25
56,U,F,0,1,2,15,7,0,2
72,U,F,0,1,5,10,7,37,3
83,H,F,0,7,3,9,7,2,15
47,H,F,2,7,3,6,7,3,4
61,U,M,0,1,5,10,7,0,4
74,U,F,0,6,3,12,7,0,3
52,U,F,0,4,5,7,7,4,4
47,U,F,0,4,5,10,7,0,4
83,U,F,0,4,3,12,7,0,4
61,U,F,0,7,3,11,7,3,9
66,H,F,0,3,5,10,7,18,8
63,U,F,0,1,3,9,7,0,6
49,U,F,0,3,3,12,7,2,6
49,H,F,0,1,5,9,7,0,4
66,U,F,0,1,2,10,7,0,2
65,H,F,0,1,0,20,7,0,1
46,U,F,0,1,3,10,7,0,5
92,H,F,0,1,3,10,7,3,4
76,H,M,0,7,4,16,7,0,14
70,U,F,0,3,1,10,7,0,12
58,H,F,0,7,3,8,7,1,4
84,U,M,0,1,2,9,7,10,5
75,H,M,0,3,3,10,7,11,3
53,U,F,0,1,3,15,7,5,10
70,H,F,0,4,3,10,7,2,13
52,U,M,0,5,3,7,7,2,8
63,H,F,0,5,2,10,7,0,3
70,H,F,0,5,5,11,7,0,17
68,H,F,0,3,3,12,7,0,4
62,U,M,0,1,3,10,7,0,3
40,H,F,0,4,5,11,7,0,4
66,U,F,0,2,5,10,7,0,3
62,H,M,0,6,3,7,7,0,6
55,U,M,0,1,3,10,6,20,5
56,U,M,0,1,5,10,6,0,1
35,U,F,0,6,3,10,6,2,2
55,H,F,0,1,1,10,6,0,10
60,H,M,0,1,3,7,6,0,9
82,H,F,0,4,3,9,6,3,3
84,H,M,0,6,3,10,6,12,8
77,H,M,0,2,1,10,6,42,5
70,H,M,0,1,3,8,6,0,5
59,H,M,0,5,3,7,6,3,5
90,H,M,0,7,4,10,6,4,4
52,H,M,0,1,2,8,6,0,14
46,H,M,1,6,5,7,6,4,2
76,H,F,0,2,5,10,6,0,11
45,U,F,0,3,3,10,6,0,4
65,U,F,0,1,1,5,6,4,3
74,H,F,0,2,5,10,6,0,3
80,H,F,0,6,3,7,6,0,7
61,U,M,0,4,3,12,6,1,10
75,H,F,0,2,3,7,6,3,4
71,U,F,0,3,3,9,6,0,8
55,H,F,0,1,3,10,6,0,1
52,H,M,2,2,3,6,6,17,1
70,H,M,0,1,5,10,6,4,6
32,H,F,0,3,5,10,6,2,8
42,H,F,1,7,4,7,6,14,6
67,U,M,0,1,3,8,6,0,4
54,H,F,0,7,3,9,6,4,5
83,U,F,0,2,2,8,6,25,9
56,H,M,1,5,5,7,6,0,3
48,H,M,1,6,3,10,6,0,9
36,H,F,0,4,3,5,6,0,6
52,U,M,0,5,2,15,6,1,0
46,H,M,0,1,2,15,6,0,11
93,H,F,0,5,3,10,6,4,6
68,U,F,0,2,5,10,6,42,1
52,H,F,0,3,4,10,6,1,30
52,H,F,0,5,5,7,6,7,2
57,H,F,0,1,2,30,6,0,2
78,H,F,0,2,4,20,6,1,12
57,H,F,0,1,5,7,6,0,5
58,H,M,0,1,5,10,6,0,2
88,H,M,0,1,3,10,6,9,16
58,H,M,0,5,1,7,6,1,2
61,H,F,0,4,1.5,8,6,0,4
67,H,F,0,2,3,7,6,0,20
62,H,M,0,5,3,7,6,0,17
59,H,M,0,1,3,6,6,0,3
65,H,M,0,1,0.01,10,6,0,5
45,H,M,0,6,3,10,6,4,9
62,U,M,0,1,5,10,6,0,3
74,U,F,0,1,1,8,6,0,9
31,H,M,0,2,2,10,6,8,6
58,H,M,0,3,5,10,6,2,3
69,H,M,0,1,3,10,6,1,9
65,H,M,1,5,3,7,6,20,2
41,U,F,0,3,5,10,6,0,13
78,H,M,0,2,3,100,6,7,8
84,U,F,0,2,5,10,6,0,9
64,H,F,0,2,3,10,6,0,16
48,U,F,0,2,2,9,6,1,9
69,H,M,0,2,3,8,6,3,5
58,U,M,0,1,4,12,6,0,4
80,U,F,0,1,3,8,6,3,2
52,H,F,0,1,3,8,6,0,2
75,U,F,0,1,3,7,6,5,2
53,H,F,0,6,5,7,6,0,1
88,H,F,0,1,3,10,6,0,4
56,H,F,2,3,5,8,6,0,3
70,H,M,0,5,3,9,6,14,12
82,H,F,2,5,3,8,6,7,2
86,H,M,0,7,3,7,6,0,1
54,U,F,0,3,3,10,6,0,2
67,U,M,0,4,3,10,6,0,4
76,H,M,0,2,3,6,6,3,5
76,H,F,0,5,3,8,6,0,30
65,H,M,0,4,3,8,6,0,13
35,H,M,0,4,3,8,6,15,1
54,H,M,0,7,5,10,6,0,2
63,H,F,0,5,5,7,6,0,9
50,H,F,0,5,5,7,6,8,2
59,H,F,0,1,3,8,6,0,2
73,U,M,0,1,3,10,6,0,24
51,H,F,2,4,3,12,6,0,6
60,H,M,0,6,6,23,6,3,2
83,H,M,0,6,3,12,6,2,9
54,U,M,0,2,3,7,6,0,4
39,H,F,0,7,3,7,6,1,2
49,H,M,4,5,2,6,6,5,5
74,H,F,0,1,3,10,6,0,1
70,H,F,1,7,3,10,6,0,5
72,H,F,0,3,3,10,6,0,1
17,H,F,1,1,1,10,6,13,8
64,H,F,0,1,3,7,6,0,2
68,U,M,0,7,5,10,6,11,3
77,U,F,0,2,2,6,6,3,5
40,H,F,0,3,3,6,6,0,4
41,H,F,4,5,3,10,6,2,8
64,H,M,0,4,5,10,6,27,10
50,U,M,0,7,5,11,6,7,5
45,H,F,0,5,3,8,6,5,4
86,U,F,0,1,3,10,6,0,3
30,U,M,0,2,3,12,6,0,2
62,U,M,0,1,4,10,6,0,2
66,U,F,0,4,5,10,6,0,9
62,U,M,0,1,3,10,6,0,7
46,U,F,0,1,3,10,6,0,2
84,U,F,0,3,2,7,6,0,3
71,U,F,0,1,3,7,6,0,6
58,H,F,0,1,3,10,6,0,5
37,H,M,0,6,3,10,6,1,1
55,H,M,0,1,3,8,6,0,4
69,H,F,0,2,2,8,6,38,3
74,H,M,0,4,3,9,6,0,2
82,H,F,0,1,3,7,6,0,15
73,U,F,0,2,2,7,6,0,9
46,H,M,0,1,5,7,6,0,4
51,H,M,0,1,3,10,6,0,12
75,H,F,0,2,5,10,6,2,4
86,U,M,0,1,2,9,6,8,4
77,U,F,0,6,2,6,6,14,2
51,U,M,0,1,3,7,6,0,5
60,U,F,0,1,15,15,5.25,0,4
66,H,F,0,5,3,6,5,5,3
63,U,F,2,5,3,10,5,0,7
58,U,M,0,1,5,15,5,0,8
74,U,F,0,5,5,20,5,0,0
72,H,M,0,3,3,10,5,7,3
96,H,F,0,6,3,5,5,2,6
68,H,F,0,1,5,10,5,0,12
50,U,F,0,1,5,10,5,0,4
74,H,M,0,2,3,7,5,19,2
75,H,M,0,4,3,7,5,1,4
63,H,M,1,4,2,10,5,14,4
54,H,F,1,5,5,15,5,11,9
42,U,F,1,3,3,10,5,0,5
70,H,M,0,3,5,10,5,46,6
68,H,M,0,3,1,7,5,0,4
56,H,M,1,3,3,9,5,0,3
62,U,M,0,2,2,20,5,0,10
73,U,F,0,2,5,5,5,14,12
36,H,M,3,5,5,10,5,0,5
60,H,M,0,4,5,5,5,0,2
68,U,F,0,1,5,6,5,0,1
81,U,M,0,1,2,6,5,25,6
46,U,M,0,1,3,7,5,0,3
43,H,M,0,3,3,7,5,3,2
55,H,F,0,7,5,5,5,9,2
89,H,M,0,5,3,8,5,10,37
75,H,F,0,5,2,6,5,10,5
74,U,M,0,2,3,7,5,10,6
72,H,F,0,1,1,15,5,0,4
71,H,F,0,3,2,14,5,1,23
16,H,F,1,2,2,25,5,3,8
61,H,F,0,6,2,6,5,0,8
66,U,F,0,1,20,25,5,0,11
69,U,F,0,1,5,7,5,0,3
74,U,M,0,1,1,6,5,0,5
54,U,F,0,1,3,6,5,0,12
49,H,F,2,5,3,25,5,0,0
67,H,M,1,5,2,7,5,11,3
36,H,F,0,1,3,6,5,0,4
57,H,F,0,1,5,10,5,0,13
73,H,F,0,1,5,10,5,0,6
53,H,F,0,1,10,10,5,0,5
54,U,F,0,1,2,16,5,5,7
46,H,M,2,5,3,10,5,1,9
49,U,M,0,3,3,7,5,0,5
75,U,M,0,4,3,6,5,0,4
57,U,F,0,1,10,36.67,5,0,6
65,H,F,0,4,5,20,5,22,8
62,U,M,0,5,5,7,5,2,8
73,H,F,0,7,5,15,5,0,3
75,U,F,0,1,3,11,5,0,10
61,H,F,0,1,2,7,5,0,8
87,H,F,0,1,2,6,5,0,4
70,U,M,0,1,4,7,5,0,5
29,H,F,0,1,3,15,5,0,7
70,H,F,1,7,20,20,5,0,7
72,H,F,0,3,3,11,5,0,6
76,H,F,0,1,3,9,5,0,3
47,H,F,3,5,3,7,5,6,4
56,H,F,0,4,3,7,5,0,15
82,H,F,0,3,5,25,5,0,5
44,U,M,0,1,5,10,5,0,1
68,U,F,0,1,2,10,5,0,3
47,H,M,0,1,2,15,5,0,6
52,H,M,0,5,2,6,5,0,14
72,H,M,0,1,3,6,5,0,7
61,H,F,0,1,3,10,5,0,7
63,H,F,1,5,3,5,5,0,3
51,H,M,0,4,3,7,5,2,1
49,H,F,0,5,1,10,5,0,1
77,U,M,0,2,3,5,5,0,8
48,U,F,0,4,3,12,5,0,7
51,H,M,1,4,15,15,5,25,1
72,H,F,0,1,4,8,5,0,4
57,U,F,0,3,0.07,15,5,0,3
39,H,F,1,5,4,7,5,10,7
73,H,M,0,2,5,5,5,22,5
83,U,F,0,1,2,7,5,0,5
87,H,F,0,3,3,7,5,25,3
67,H,M,1,5,2,10,5,15,6
41,U,F,0,1,15,15,5,7,2
68,H,F,0,1,5,11,5,36,2
69,U,F,0,1,5,10,5,0,25
60,H,F,0,5,3,7,5,10,2
57,H,M,0,3,3,10,5,3,5
78,U,M,0,5,5,10,5,2,23
71,U,M,0,1,4,7,5,0,0
53,H,F,0,7,10,13,5,1,2
88,H,M,0,3,10,15,5,4,7
55,H,F,0,1,3,10,5,0,10
74,H,F,0,3,2,5,5,0,8
78,H,M,0,6,3,6,5,0,7
75,H,F,0,2,3,6,5,2,3
85,U,F,0,1,2,8,5,4,10
51,H,F,0,1,5,5,5,0,8
46,H,F,0,1,2,10,5,0,14
80,H,F,0,3,1,10,5,0,5
70,H,F,0,3,5,10,5,0,4
72,U,F,0,1,5,10,5,4,11
71,U,F,0,1,2,12,5,0,8
77,H,M,0,5,1,5,5,2,5
81,H,M,0,5,2,7,5,6,9
39,H,M,0,1,3,11,5,0,7
55,H,M,0,3,1,10,5,0,3
88,H,M,0,6,2,6,5,1,5
79,H,M,0,5,5,7,5,0,3
50,H,M,0,5,5,5,5,4,4
87,H,M,0,4,2,7,5,15,4
75,H,M,0,4,1,7,5,15,7
48,H,M,0,2,2,5,5,6,1
43,H,F,0,1,3,7,5,0,7
73,H,F,0,3,3,6,5,21,10
63,H,F,0,5,5,11,5,2,7
70,U,F,0,4,5,7,5,0,2
73,U,F,0,2,3,10,5,0,4
26,H,F,2,4,15,15,5,0,7
58,U,F,1,4,0,10,5,0,0
56,H,M,0,4,10,50,5,0,5
93,H,F,0,4,5,5,5,9,2
75,H,M,0,1,0,8,5,0,10
87,H,F,0,1,3,6,5,0,13
70,H,M,0,6,10,20,5,5,4
68,H,M,0,6,1,5,5,1,3
33,H,M,0,4,2,5,5,0,3
72,H,F,0,4,2,5,5,49,15
72,H,F,0,4,0,12,5,2,7
79,H,F,0,2,3,9,5,9,4
68,H,F,0,3,3,7,5,15,4
64,U,F,0,1,5,15,5,0,2
74,H,F,0,1,3,12,5,0,14
71,H,F,0,2,3,25,5,19,7
50,U,M,0,1,5,9,5,0,5
56,H,M,0,7,5,20,5,0,24
58,U,F,0,5,1,5,5,0,14
74,U,F,0,2,1.5,10,5,0,4
54,H,F,0,4,1,7,5,11,5
74,H,F,0,1,3,5,5,2,1
68,H,F,0,2,3,6,5,0,2
49,H,F,0,1,3,7,5,0,3
80,H,F,0,1,3,7,5,0,2
53,U,F,0,4,5,10,5,4,5
67,H,F,0,1,2,15,5,0,3
48,H,M,0,4,3,15,5,0,7
65,H,F,0,1,3,8,5,2,10
85,H,M,0,2,2,6,5,20,3
75,U,F,0,2,1,7,5,13,3
62,U,F,0,2,2.5,7,5,0,10
62,H,F,0,1,2,10,5,0,5
44,H,F,0,6,3,12,5,13,2
60,H,F,0,5,3,10,5,1,7
62,H,F,0,6,6,25,5,0,10
72,U,M,0,2,3,10,5,0,8
45,U,F,0,5,2,11,5,0,1
86,U,F,0,1,3,6,5,1,5
70,U,F,0,1,3,7,5,0,1
55,U,M,0,2,3,10,5,0,5
67,U,F,0,5,5,15,5,7,10
77,H,F,0,2,3,10,5,8,2
54,H,M,0,4,0.07,11,5,0,4
65,U,M,0,5,3,8,5,22,4
78,H,M,0,1,3,15,5,0,5
55,H,F,0,4,3,8,5,17,4
51,H,M,3,7,3,5,5,0,12
75,H,M,0,2,2,7,5,1,5
90,H,M,0,2,3,9,5,1,7
58,U,F,0,1,5,9,5,0,12
55,H,F,0,2,2,6,5,9,3
70,H,M,0,1,2,7,5,1,15
58,H,M,0,5,3,12,5,0,5
87,U,F,0,2,3,8,5,0,8
52,U,F,0,1,3,7,5,0,3
74,U,M,0,2,3,7,5,0,28
82,H,M,0,2,1,10,5,14,9
67,U,F,0,1,2,5,5,0,3
65,H,M,0,5,3,13,5,1,6
52,U,F,0,4,5,15,5,0,26
78,U,F,0,2,2,7,5,0,9
83,U,M,0,1,2,8,5,3,1
70,H,M,0,1,3,6,5,0,2
87,H,M,0,1,3,10,5,4,6
36,U,M,0,1,4,10,5,0,9
30,H,F,0,4,20,20,5,0,0
61,H,F,0,2,5,10,5,35,10
60,U,F,0,1,3,25,5,0,2
83,H,F,0,3,2,6,5,13,26
73,H,F,0,1,3,5,5,0,9
68,U,F,0,4,2,15,5,15,4
80,H,F,0,2,2,5,5,1,7
66,H,F,0,5,3,5,5,25,5
70,U,M,0,2,2,10,5,0,6
68,H,M,0,3,3,13,5,0,26
81,H,F,0,1,3,11,5,0,2
56,H,M,0,7,1,5,5,10,2
69,H,M,0,7,5,7,5,15,4
84,U,M,0,4,3,6,5,0,7
69,H,F,0,3,3,6,5,0,3
58,H,M,0,4,3,5,5,2,3
63,H,M,0,5,5,7,5,0,6
78,U,F,0,4,3,6,5,0,1
84,H,M,0,2,7,15,5,5,10
67,H,M,0,2,5,10,5,0,10
59,H,M,0,7,3,13,5,13,5
81,H,M,0,5,5,20,5,16,8
49,U,F,0,1,1,12,5,0,14
78,U,F,0,1,5,10,5,0,6
63,H,F,0,1,3,5,5,0,5
43,H,F,0,5,5,10,5,3,11
73,H,F,0,1,1,5,5,4,15
79,H,F,0,4,5,20,5,0,7
48,H,M,0,5,2,7,5,6,2
72,U,M,0,1,3,8,5,0,4
70,H,M,0,3,2,5,5,0,27
38,H,M,0,5,3,12,5,2,4
72,H,F,0,1,5,12,5,0,1
54,U,M,0,1,2,10,5,0,6
74,H,F,0,3,10,20,5,0,5
65,H,M,0,1,3,7,5,0,6
22,H,M,1,6,3,20,5,7,20
66,U,F,0,1,3,5,5,0,6
75,U,M,0,1,15,42,5,0,12
58,H,M,0,7,3,24,5,6,6
72,U,F,0,2,1,10,5,20,22
79,H,M,2,6,2,10,5,1,13
46,H,F,0,5,5,10,5,0,4
84,U,F,0,6,1,10,5,1,2
52,H,F,0,6,2,12,5,40,14
66,H,M,0,4,2,7,5,12,3
67,H,M,0,1,10,32,5,0,8
60,U,F,0,1,2,12,5,0,4
58,H,M,2,2,3,7,5,11,4
67,U,M,0,4,2,12,5,0,8
44,U,F,0,4,15,15,5,1,5
73,H,F,0,5,3,7,5,27,4
94,U,F,0,2,5,7,5,0,10
76,H,M,0,5,5,25,5,8,3
64,H,F,0,6,5,12,5,5,9
88,U,F,0,2,2,5,5,0,3
70,H,F,0,1,2,10,5,0,14
39,H,F,1,5,3,10,5,1,4
69,H,M,0,1,3,12,5,0,2
73,U,M,0,4,3,10,5,19,6
78,H,F,0,3,5,12,5,0,3
50,H,F,0,4,5,13,5,0,13
54,U,M,0,6,0.03,12,5,0,4
68,H,F,0,2,4,8,5,0,2
75,U,M,0,2,2,10,5,9,7
72,U,F,0,1,5,6,5,0,1
70,H,F,0,1,5,25,5,0,6
63,H,F,0,3,2,6,5,13,0
57,H,M,0,4,3,10,5,7,2
53,U,F,0,3,2,15,5,0,0
74,U,F,0,1,3,6,5,0,6
67,U,F,0,1,3,10,5,0,5
53,H,M,0,5,5,10,5,4,27
80,U,F,0,1,3,10,5,0,2
67,H,F,0,6,3,10,5,0,6
62,H,F,1,5,3,13,5,0,8
36,H,F,1,6,3,6,5,1,4
78,H,M,0,1,3,8,5,0,4
89,H,F,0,5,3,7,5,0,12
57,U,M,0,1,2,6,5,0,7
53,U,M,0,2,2,10,5,4,7
75,H,M,0,3,15,15,5,1,8
35,H,F,0,6,2,7,5,1,2
59,H,F,0,4,2,10,5,2,3
77,H,M,0,1,3,6,5,1,5
64,H,F,0,2,3,6,5,2,3
47,H,F,0,1,5,10,5,0,3
86,H,M,0,1,2,7,5,0,3
89,H,F,0,1,3,7,5,0,3
80,U,M,0,2,3,6,5,0,7
66,H,F,1,4,3,6,5,0,24
53,U,F,0,1,3,6,5,0,5
77,H,M,0,2,1.5,10,5,8,3
62,H,F,0,5,3,12,5,0,5
48,H,M,0,5,3,20,5,1,9
62,H,F,1,5,5,10,5,9,4
56,U,F,0,3,5,18,5,0,7
75,H,M,0,1,2,5,5,10,2
53,H,F,0,4,2.5,13,5,1,11
40,U,F,0,2,3,15,5,0,15
52,H,M,0,4,3,6,5,0,3
75,U,M,0,1,3,9,5,0,2
49,H,F,0,5,2,17,5,6,8
74,H,F,0,1,5,5,5,0,13
76,H,M,0,4,5,7,5,6,8
41,U,M,0,1,7,11,5,0,7
